"","Race","Day","Daily_P"
"1","LateFall",1,0.00263922727881705
"2","LateFall",2,0.00271414283437457
"3","LateFall",3,0.00278399862092007
"4","LateFall",4,0.00284833385754349
"5","LateFall",5,0.00290672345296942
"6","LateFall",6,0.00295878304321851
"7","LateFall",7,0.00300417354913502
"8","LateFall",8,0.00304260517583216
"9","LateFall",9,0.00307384078594904
"10","LateFall",10,0.00309769858996244
"11","LateFall",11,0.00311405410938549
"12","LateFall",12,0.00312284138220876
"13","LateFall",13,0.00312405339407278
"14","LateFall",14,0.0031177417330627
"15","LateFall",15,0.00310401548034173
"16","LateFall",16,0.00308303936275104
"17","LateFall",17,0.00305503120667819
"18","LateFall",18,0.00302025874463494
"19","LateFall",19,0.00297903583682513
"20","LateFall",20,0.00293171817929799
"21","LateFall",21,0.00287869857789295
"22","LateFall",22,0.00282040187295735
"23","LateFall",23,0.00275727960367944
"24","LateFall",24,0.00268980450279618
"25","LateFall",25,0.00261846491243307
"26","LateFall",26,0.00254375920997869
"27","LateFall",27,0.00246619032930651
"28","LateFall",28,0.0023862604574807
"29","LateFall",29,0.00230446598050788
"30","LateFall",30,0.00222129274393293
"31","LateFall",31,0.00213721168535464
"32","LateFall",32,0.00205267488649692
"33","LateFall",33,0.00196811208256066
"34","LateFall",34,0.00188392765644324
"35","LateFall",35,0.00180049813528319
"36","LateFall",36,0.00171817019688836
"37","LateFall",37,0.00163725918413977
"38","LateFall",38,0.00155804811661056
"39","LateFall",39,0.0014807871805545
"40","LateFall",40,0.00140569367122821
"41","LateFall",41,0.00133295235531329
"42","LateFall",42,0.00126271621606778
"43","LateFall",43,0.0011951075397994
"44","LateFall",44,0.00113021929932927
"45","LateFall",45,0.00106811678828794
"46","LateFall",46,0.00100883945931985
"47","LateFall",47,0.000952402919505986
"48","LateFall",48,0.000898801037471859
"49","LateFall",49,0.000848008118634605
"50","LateFall",50,0.000799981107754166
"51","LateFall",51,0.000754661781275439
"52","LateFall",52,0.000711978895760507
"53","LateFall",53,0.000671850262890544
"54","LateFall",54,0.000634184725943246
"55","LateFall",55,0.000598884017204495
"56","LateFall",56,0.000565844480338643
"57","LateFall",57,0.000534958646214362
"58","LateFall",58,0.000506116654966053
"59","LateFall",59,0.000479207521079471
"60","LateFall",60,0.000454120241952275
"61","LateFall",61,0.000430744753636917
"62","LateFall",62,0.000408972740280399
"63","LateFall",63,0.000388698306103136
"64","LateFall",64,0.000369818520592086
"65","LateFall",65,0.000352233848920124
"66","LateFall",66,0.000335848480456315
"67","LateFall",67,0.000320570568624298
"68","LateFall",68,0.000306312395333462
"69","LateFall",69,0.000292990472794007
"70","LateFall",70,0.000280525594784085
"71","LateFall",71,0.000268842848422083
"72","LateFall",72,0.000257871596270428
"73","LateFall",73,0.000247545437221331
"74","LateFall",74,0.000237802153151313
"75","LateFall",75,0.000228583646839637
"76","LateFall",76,0.000219835875181171
"77","LateFall",77,0.000211508780336561
"78","LateFall",78,0.000203556220194828
"79","LateFall",79,0.000195935898410697
"80","LateFall",80,0.00018860929334788
"81","LateFall",81,0.000181541584528037
"82","LateFall",82,0.000174701574662229
"83","LateFall",83,0.000168061605028021
"84","LateFall",84,0.000161597461843513
"85","LateFall",85,0.000155288271364989
"86","LateFall",86,0.000149116381676937
"87","LateFall",87,0.00014306722952655
"88","LateFall",88,0.000137129191050206
"89","LateFall",89,0.000131293415815647
"90","LateFall",90,0.000125553644228461
"91","LateFall",91,0.000119906008993131
"92","LateFall",92,0.00011434882194722
"93","LateFall",93,0.000108882348174731
"94","LateFall",94,0.000103508569827191
"95","LateFall",95,9.82309425189787e-05
"96","LateFall",96,9.30541475015456e-05
"97","LateFall",97,8.79838430495306e-05
"98","LateFall",98,8.30264186049986e-05
"99","LateFall",99,7.81887552239776e-05
"100","LateFall",100,7.34779957561392e-05
"101","LateFall",101,6.89013279721717e-05
"102","LateFall",102,6.44657835456053e-05
"103","LateFall",103,6.01780554109308e-05
"104","LateFall",104,5.60443355740344e-05
"105","LateFall",105,5.2070174961691e-05
"106","LateFall",106,4.82603663820546e-05
"107","LateFall",107,4.46188511454255e-05
"108","LateFall",108,4.11486493807485e-05
"109","LateFall",109,3.78518135936984e-05
"110","LateFall",110,3.47294045601933e-05
"111","LateFall",111,3.17814882459792e-05
"112","LateFall",112,2.90071520972054e-05
"113","LateFall",113,2.64045387649209e-05
"114","LateFall",114,2.39708951116851e-05
"115","LateFall",115,2.17026342022003e-05
"116","LateFall",116,1.95954079008358e-05
"117","LateFall",117,1.76441876839923e-05
"118","LateFall",118,1.58433513194902e-05
"119","LateFall",119,1.41867731622748e-05
"120","LateFall",120,1.26679159583117e-05
"121","LateFall",121,1.12799222286196e-05
"122","LateFall",122,1.0015703514513e-05
"123","LateFall",123,8.86802599495691e-06
"124","LateFall",124,7.82959122929825e-06
"125","LateFall",125,6.89311102597005e-06
"126","LateFall",126,6.05137568311558e-06
"127","LateFall",127,5.29731508448304e-06
"128","LateFall",128,4.62405235827956e-06
"129","LateFall",129,4.02495001395241e-06
"130","LateFall",130,3.49364865906594e-06
"131","LateFall",131,3.0240985636033e-06
"132","LateFall",132,2.61058448106466e-06
"133","LateFall",133,2.24774425452064e-06
"134","LateFall",134,1.93058183188326e-06
"135","LateFall",135,1.65447538928109e-06
"136","LateFall",136,1.4151813162967e-06
"137","LateFall",137,1.20883485403599e-06
"138","LateFall",138,1.0319481988718e-06
"139","LateFall",139,8.81406893705533e-07
"140","LateFall",140,7.54465327116096e-07
"141","LateFall",141,6.48742151199295e-07
"142","LateFall",142,5.62216413372242e-07
"143","LateFall",143,4.93225177772234e-07
"144","LateFall",144,4.40463389655309e-07
"145","LateFall",145,4.02986712546549e-07
"146","LateFall",146,3.80218043512156e-07
"147","LateFall",147,3.7195838713334e-07
"148","LateFall",148,3.78402743324378e-07
"149","LateFall",149,4.00161637511513e-07
"150","LateFall",150,4.38288892825047e-07
"151","LateFall",151,4.94316211370201e-07
"152","LateFall",152,5.70295093627913e-07
"153","LateFall",153,6.68846579446399e-07
"154","LateFall",154,7.93219238614148e-07
"155","LateFall",155,9.47355771156681e-07
"156","LateFall",156,1.13596849469125e-06
"157","LateFall",157,1.36462389587123e-06
"158","LateFall",158,1.63983630268596e-06
"159","LateFall",159,1.96917059197913e-06
"160","LateFall",160,2.36135368016924e-06
"161","LateFall",161,2.82639435344788e-06
"162","LateFall",162,3.37571077596232e-06
"163","LateFall",163,4.02226477071e-06
"164","LateFall",164,4.78070169896932e-06
"165","LateFall",165,5.66749447198678e-06
"166","LateFall",166,6.70108991632949e-06
"167","LateFall",167,7.90205538599824e-06
"168","LateFall",168,9.29322317551115e-06
"169","LateFall",169,1.08998299453957e-05
"170","LateFall",170,1.27496480328322e-05
"171","LateFall",171,1.48731051946984e-05
"172","LateFall",172,1.73033890281881e-05
"173","LateFall",173,2.00765320466753e-05
"174","LateFall",174,2.32314731674037e-05
"175","LateFall",175,2.68100912052255e-05
"176","LateFall",176,3.08572058753894e-05
"177","LateFall",177,3.54205418005125e-05
"178","LateFall",178,4.05506511039008e-05
"179","LateFall",179,4.63007903638019e-05
"180","LateFall",180,5.2726748009939e-05
"181","LateFall",181,5.98866186717944e-05
"182","LateFall",182,6.78405215420879e-05
"183","LateFall",183,7.66502605005144e-05
"184","LateFall",184,8.63789245505185e-05
"185","LateFall",185,9.70904280507009e-05
"186","LateFall",186,0.000108848991263585
"187","LateFall",187,0.000121718562885274
"188","LateFall",188,0.000135762187443468
"189","LateFall",189,0.000151041321738008
"190","LateFall",190,0.000167615105823616
"191","LateFall",191,0.000185539595371724
"192","LateFall",192,0.000204866963567194
"193","LateFall",193,0.000225644681964459
"194","LateFall",194,0.000247914690912563
"195","LateFall",195,0.000271712571225676
"196","LateFall",196,0.000297066729691264
"197","LateFall",197,0.000323997611739328
"198","LateFall",198,0.000352516955112803
"199","LateFall",199,0.000382627098653734
"200","LateFall",200,0.000414320360329113
"201","LateFall",201,0.000447578498345631
"202","LateFall",202,0.000482372268631354
"203","LateFall",203,0.000518661091087951
"204","LateFall",204,0.000556392835839789
"205","LateFall",205,0.000595503739233459
"206","LateFall",206,0.000635918457587845
"207","LateFall",207,0.000677550264682822
"208","LateFall",208,0.000720301396733275
"209","LateFall",209,0.000764063546160648
"210","LateFall",210,0.000808718502888744
"211","LateFall",211,0.000854138939202228
"212","LateFall",212,0.000900189331467705
"213","LateFall",213,0.000946727009284736
"214","LateFall",214,0.000993603319966817
"215","LateFall",215,0.00104066489371035
"216","LateFall",216,0.00108775499245359
"217","LateFall",217,0.00113471492331662
"218","LateFall",218,0.0011813854957038
"219","LateFall",219,0.00122760849969543
"220","LateFall",220,0.00127322818230081
"221","LateFall",221,0.00131809269753334
"222","LateFall",222,0.00136205550613
"223","LateFall",223,0.00140497670109748
"224","LateFall",224,0.00144672423613752
"225","LateFall",225,0.00148717503538824
"226","LateFall",226,0.00152621596480565
"227","LateFall",227,0.00156374464788002
"228","LateFall",228,0.00159967011120139
"229","LateFall",229,0.00163391324861128
"230","LateFall",230,0.0016664070962471
"231","LateFall",231,0.00169709691463268
"232","LateFall",232,0.00172594007801579
"233","LateFall",233,0.00175290577531397
"234","LateFall",234,0.00177797453121063
"235","LateFall",235,0.00180113756004726
"236","LateFall",236,0.00182239596908248
"237","LateFall",237,0.00184175983133742
"238","LateFall",238,0.00185924715151998
"239","LateFall",239,0.00187488275132889
"240","LateFall",240,0.00188869710269812
"241","LateFall",241,0.00190072513918274
"242","LateFall",242,0.00191100507665083
"243","LateFall",243,0.0019195772746922
"244","LateFall",244,0.001926483169659
"245","LateFall",245,0.00193176430901342
"246","LateFall",246,0.00193546151468953
"247","LateFall",247,0.00193761420051732
"248","LateFall",248,0.00193825986546456
"249","LateFall",249,0.00193743378060306
"250","LateFall",250,0.00193516888339417
"251","LateFall",251,0.00193149588822219
"252","LateFall",252,0.00192644361720604
"253","LateFall",253,0.00192003955031652
"254","LateFall",254,0.00191231058885404
"255","LateFall",255,0.00190328402153291
"256","LateFall",256,0.00189298867790253
"257","LateFall",257,0.00188145624973591
"258","LateFall",258,0.00186872275743783
"259","LateFall",259,0.00185483013556303
"260","LateFall",260,0.00183982790925841
"261","LateFall",261,0.00182377493190328
"262","LateFall",262,0.00180674115344043
"263","LateFall",263,0.00178880938886751
"264","LateFall",264,0.00177007705706364
"265","LateFall",265,0.00175065786150684
"266","LateFall",266,0.00173068338641535
"267","LateFall",267,0.00171030458432123
"268","LateFall",268,0.0016896931339398
"269","LateFall",269,0.00166904265030372
"270","LateFall",270,0.00164856973234396
"271","LateFall",271,0.00162851483628082
"272","LateFall",272,0.00160914296619303
"273","LateFall",273,0.0015907441758303
"274","LateFall",274,0.00157363387800467
"275","LateFall",275,0.00155815295963766
"276","LateFall",276,0.0015446677016781
"277","LateFall",277,0.00153356950359013
"278","LateFall",278,0.00152527441192549
"279","LateFall",279,0.00152022245165463
"280","LateFall",280,0.00151887675748776
"281","LateFall",281,0.00152172250045408
"282","LateFall",282,0.00152926560264103
"283","LateFall",283,0.00154203123037222
"284","LateFall",284,0.00156056205339209
"285","LateFall",285,0.00158541625501807
"286","LateFall",286,0.00161716527591924
"287","LateFall",287,0.00165639127239157
"288","LateFall",288,0.00170368426892878
"289","LateFall",289,0.00175963898472694
"290","LateFall",290,0.00182485131468235
"291","LateFall",291,0.0018999144475904
"292","LateFall",292,0.00198541460773263
"293","LateFall",293,0.00208192641091516
"294","LateFall",294,0.00219000783230475
"295","LateFall",295,0.00231019479106017
"296","LateFall",296,0.00244299536567762
"297","LateFall",297,0.00258888366400667
"298","LateFall",298,0.0027482933828378
"299","LateFall",299,0.00292161110355424
"300","LateFall",300,0.0031091693822732
"301","LateFall",301,0.00331123970483313
"302","LateFall",302,0.00352802538854377
"303","LateFall",303,0.00375965452341979
"304","LateFall",304,0.00400617305528005
"305","LateFall",305,0.00426753812123524
"306","LateFall",306,0.00454361175435651
"307","LateFall",307,0.00483415507840294
"308","LateFall",308,0.00513882311512608
"309","LateFall",309,0.00545716032566402
"310","LateFall",310,0.00578859700376119
"311","LateFall",311,0.00613244663195324
"312","LateFall",312,0.00648790430247565
"313","LateFall",313,0.00685404629260983
"314","LateFall",314,0.00722983086967332
"315","LateFall",315,0.00761410038417281
"316","LateFall",316,0.00800558469111817
"317","LateFall",317,0.00840290591955086
"318","LateFall",318,0.00880458458942368
"319","LateFall",319,0.00920904705356455
"320","LateFall",320,0.00961463422105864
"321","LateFall",321,0.0100196114974868
"322","LateFall",322,0.0104221798575341
"323","LateFall",323,0.0108204879469696
"324","LateFall",324,0.0112126450942836
"325","LateFall",325,0.0115967350976789
"326","LateFall",326,0.0119708306409027
"327","LateFall",327,0.0123330081817585
"328","LateFall",328,0.0126813631501477
"329","LateFall",329,0.0130140252881933
"330","LateFall",330,0.0133291739633317
"331","LateFall",331,0.0136250532861166
"332","LateFall",332,0.013899986867691
"333","LateFall",333,0.0141523920572291
"334","LateFall",334,0.0143807935068882
"335","LateFall",335,0.014583835920682
"336","LateFall",336,0.0147602958539184
"337","LateFall",337,0.0149090924411862
"338","LateFall",338,0.0150292969430848
"339","LateFall",339,0.0151201410147649
"340","LateFall",340,0.0151810236127061
"341","LateFall",341,0.0152115164698657
"342","LateFall",342,0.0152113680832955
"343","LateFall",343,0.015180506172467
"344","LateFall",344,0.0151190385808423
"345","LateFall",345,0.0150272526076635
"346","LateFall",346,0.0149056127714988
"347","LateFall",347,0.0147547570217918
"348","LateFall",348,0.0145754914294922
"349","LateFall",349,0.0143687834027816
"350","LateFall",350,0.0141357534888963
"351","LateFall",351,0.0138776658379916
"352","LateFall",352,0.0135959174197777
"353","LateFall",353,0.013292026098107
"354","LateFall",354,0.0129676176826018
"355","LateFall",355,0.0126244120895462
"356","LateFall",356,0.0122642087563371
"357","LateFall",357,0.0118888714645259
"358","LateFall",358,0.0115003127355657
"359","LateFall",359,0.0111004779705321
"360","LateFall",360,0.010691329510013
"361","LateFall",361,0.0102748307928419
"362","LateFall",362,0.0098529307921612
"363","LateFall",363,0.00942754890432048
"364","LateFall",364,0.00900056046025829
"365","LateFall",365,0.00857378302028827
